,Category,Tweet
1,NO,To have an adventure that will break her out of her sheltered life. Both girls assume Mary is the one at risk of a short future. #LitChat
1,NO,@sunita_p Clearly difference b/t taking a pic of some1 in crowd you know and some1 else being in by accident & this @SonomaLass @cjewel
1,NO,RT @Lizaaard105: @Ameezy74Magcon @thats0jack 3:35 am. Jack falls of a car
1,NO,Get renter''s insurance. Your landlord''s insurance DOES NOT cover your personal belongings. One of the best ways to spend $15
1,NO,Everyone deserves a break day â€“ no #FitStudio chat tonight!
1,NO,"RT @IamEnidColeslaw: if you''re going to smoke weed, call it 69ing with Satan. sounds way cooler"
1,NO,"My big issue w/ modern dogma, excuse me, talking points, is how little it prepares true believers 4 the barrage of nuance that r my twets."
1,NO,Making a few beats on the road. #minivanstudios #tourlife #ableton http://t.co/q6HaAq5Ilo
1,NO,They say the good die young and that''s the truth
1,NO,IfU A Opp Come On Yo Block N Leave U Dere ðŸ’‚ðŸ’¥ðŸ�?«
1,NO,10 Oil & Gas Apps for your Android or iOS Device http://t.co/NRUGBuVqAW #phoneapps #oilandgas #news
1,NO,The pimp in me gonna have to die with you.
1,NO,"I would never die for a lie, but I would sprain my ankle for a fib."
1,NO,RT @aewetzler: Something is very wrong when a federal agency takes $ from a known anti-wolf group to kill wolves: http://t.co/Gn4uq4Zmqb  #â€¦
1,NO,Last day til the 21..ðŸ˜?ðŸ˜?ðŸ˜? Suppa break for me
1,NO,"RT @PrinceKwj: Split the dough 50/50 with my mans, so it ain''t no room for fuck niggas. ðŸ˜‚ðŸ’¯ðŸ‘Œ dead ass tho @SayItAintToinne. They wanna join â€¦"
1,NO,Really wishing I woulda called off work. These two hours of sleep are killing me right now. #dead
1,NO,RT @MulaMike_: College Craze coming to Wiu as soon as we get off spring break ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ª it''s gone be strong that weekend ðŸ’¯
1,NO,RT @VeronicaRoth: @allycondie @mstohl you guys are really giving me a burst of self esteem today! &lt
1,NO,@JoyIsFabulous ain''t nobody tryna hear yo road  rage
1,NO,"Why the worst is still ahead for #Turkey''s bubble economy, warning of a crash in near future. http://t.co/qtAsjIuDpS"
1,NO,RT @Do312: #STARDUST takes over @BerlinNightclub this Thurs for LQQK''s #4! Music by @6TEEN6WITCH6! RSVP for NO COVER b4 11PM! http://t.co/Iâ€¦
1,NO,That car coming soon tho just wait on it
1,NO,RT @michaellondra: The Road Not Taken Album Description Irish tenor Michael Londra was born and raised in the #CelcticMusic #Celtic http://â€¦
1,crash,"RT @Felonious_munk: if i''m 10 minutes late for a date because i got into a car accident, that''s an excuse. if i''m late because i overslept,â€¦"
1,crash,"RT @ABC7Chicago: Indiana State Police trooper, 2 others injured in I-65 crash http://t.co/n2CJWRR42c http://t.co/7iR5IIZY7E"
1,crash,MT @WorldEquestWED: Silva Martin Sustains Head Injury in Riding Accident  http://t.co/xOCP7sHVlz - And March is Brain Injury Awareness Month
1,crash,"Two men are facing charges after fleeing from a traffic stop, ditching their car in a Kendall County field, and... http://t.co/dumBDCfJWF"
1,crash,Woman hit by car in Aurora critical Randall Road closed: A woman was critically injured after she... http://t.co/XKwGIooyWF #Chicago #News
1,crash,Today felt like I was directing traffic in the middle of a car accident. Glad today is over lol
1,crash,RT @ABC7Chicago: 56-year-old woman struck by car in Aurora dies Randall Road reopens http://t.co/BUSDPb5L3K
1,crash,Check this one out Russian Road Rage and Car Crashes 2013 (Winter) http://t.co/Z4FbPEjHN5
1,crash,Utah Mormon missionary killed by speeding car in Sweden http://t.co/ktz0UnnQZADid the car have a dog strapped to the roof?
1,crash,AURORA: Randall Rd blocked for next few hours btw Sullivan and Indian Trail due to crash inv. pedestrian. ALT: Orchard Rd
1,crash,RT @BartShore: Lake Co Sheriff and a Garbage Truck Crash in Beach Park @WBBMNewsradio http://t.co/ClLkUpUJxP @Derrickcyoung http://t.co/Gcaâ€¦
1,crash,"Helped nearby drivers by reporting a stand still traffic jam on W Grand Ave, Chicago on @waze - Drive Social. http://t.co/eanJhfqs5c"
1,crash,TRAFFIC - Aurora - Randall Road is closed between Indian Trail and Sullivan due to a fatal car vs pedestrian... http://t.co/D7f8rVMr08
1,crash,just pulled out like 5 eyelashes on accident. uhhhh thats not good :O
1,crash,"Fucking driving down the road and a rock must''ve kicked up from the car in front of me and it cracked my damn windshield, I''m so pissed"
1,crash,10 people died in an accident
1,crash,RT @ChicagoDrives: Aurora: Randall CLOSED next few hours: Indian Trail to Sullivan after this car struck a woman. investigators on scene htâ€¦
1,crash,AURORA UPDATE:56 y/o woman dead after being hit by car.Randall Rd now open Sullivan-Indian Trail after being blocked for 4 hrs for investig.
1,crash,Woman fatally struck by car in Aurora: Police http://t.co/GR7ErGB2eS http://t.co/vgl7LyvFrK
1,crash,Backed into a fire hydrant on accident.At least the undercarriage of my car is clean.
1,crash,My mama broke her arm in a car accident listening to Boosie before so fuck him ðŸ’¯
1,crash,56-year-old woman struck by car in Aurora dies Randall Road reopens http://t.co/BUSDPb5L3K
1,crash,RT @NIFGALERTS: Union Grove WI.  Flight For Life has landed for an accident involving a school bus and another vehicle.  NBC5 News Sky5 choâ€¦
1,crash,RT @chicagonewsnow: Police: Mom Tried To Commit Suicide By Crashing Car With Baby Inside http://t.co/lEUeSB7k2i #chicago
1,crash,#TBT My first car that I bought... Totaled it in an accident by getting side swiped!!! Oh how I''veâ€¦ http://t.co/BkjogFsL4X
1,crash,"009: I guess the car hit a building, car comes back clear & valid #Chicago #GagePark"
1,crash,RT @sondrasolarte: (Aurora)  Randall Road CLOSED in both directions b/w Sullivan & Indian Trail b/c of a crash involving a pedestrian.
1,crash,RT @ChicagoDrives: Police blocking traffic on Wadsworth in Beach Park after a garbage truck collided w/ a Lake County Sheriff SUV http://t.â€¦
1,crash,Inbound Dan Ryan (I-90/94) Express Lanes are BLOCKED before the Stevenson (I-55) with a crash. Locals remain open. http://t.co/s5fSRE0HDZ
1,crash,Police: Mom Tried To Commit Suicide By Crashing Car With Baby Inside http://t.co/ACmzeuVbD9 #chicago
1,crash,"Indiana State Police trooper injured in I-65 crash: Three people, including an Indiana State... http://t.co/xeBbhxU9of #Chicago #News"
1,crash,RT @SarahJindra: AURORA UPDATE:56 y/o woman dead after being hit by car.Randall Rd now open Sullivan-Indian Trail after being blocked for 4â€¦
1,crash,Sky5 en route to Union Grove WI. Medivac chopper landed for a school bus and vehicle accident. Updates #nbcchicago 4:30 News
1,crash,"Aurora:  Pedestrian and car involved in a crash, Randall Rd. N. of Indian Trail remains blocked for investigation."
1,crash,"RT @Chicago_Scanner: 009: Hit & run crash 47th/Marshfield, offender fled s/b on Racine, heavy front end damage #Chicago #BackOfTheYards"
1,crash,Woman hit by car in Aurora critical Randall Road closed http://t.co/yhYg6A5Aax #chicago
1,crash,Aurora: Randall CLOSED next few hours: Indian Trail to Sullivan after this car struck a woman. investigators on scene http://t.co/1LXLVxjG7p
1,crash,RT @sondrasolarte: (Beach Park) Wadsworth closed past Green bay to before Lewis b/c of a crash involving police car and garbage truck. httpâ€¦
1,crash,Lake Co Sheriff and a Garbage Truck Crash in Beach Park @WBBMNewsradio http://t.co/ClLkUpUJxP @Derrickcyoung http://t.co/Gca2DPtufq
1,crash,THU MAR 06 2014 ~10:55 PM  CHICAGO FIRE DEPARTMENT  EMS PLAN I FOR A MULTI-INJURY CRASH.  700 SOUTH INDEPENDENCE BLVD http://t.co/QHgLp02gQu
1,crash,RT @Rbx_tt911: Backed into a fire hydrant on accident.At least the undercarriage of my car is clean.
1,crash,RT @ChicagoDrives: Injuries @ Beach Park crash. Sheriff SUV vs. garbage truck. Investigators working to find cause. Wadsworth CLOSED. http:â€¦
1,crash,"THU MAR 06 2014 ~10:42 AM HILLSIDE FIRE DEPARTMENT PERSONAL INJURY CRASH 41.870072,-87.889523 (WB I-290 WEST O... http://t.co/DRS2DlOyLc"
1,crash,so my mom got into a car accident today
1,crash,"RT @adamkotsko: Helen Tartar, the hugely influential humanities editor from Stanford and Fordham, has died in a car crash: http://t.co/MYbFâ€¦"
1,crash,My grandma just almost got us in a car accident. TWICE
1,crash,"Indiana State Police trooper, 2 others injured in I-65 crash http://t.co/n2CJWRR42c http://t.co/7iR5IIZY7E"
1,crash,My prayers go out to my cousin on the loss his 7 month old son Yeshua who died early this morning  due to a hit and run crash
1,crash,Indiana State Police trooper injured in I-65 crash http://t.co/yDz7mUcORL #chicago
1,crash,RT @chicagonewsnow: Indiana State Police trooper injured in I-65 crash http://t.co/yDz7mUcORL #chicago
1,crash,"Indiana State Police trooper, 2 others injured in I-65 crash: Three people, including an Indiana State Police ... http://t.co/duiPijb7cQ"
1,crash,Bad car accident
1,crash,OB Stevenson - the on ramp to Kingery Hwy/Exit 274 -Entrance ramp blocked due to overturned truck. #Chicago #Traffic
1,crash,Another lawsuit filed in Blue Line `ghost train` crash: Four people who were injured in a crash involving a... http://t.co/8vBSicooIn
1,crash,Driver Accused of Murder in 60 Freeway Crash Moved From Hospital toÂ Jail http://t.co/n9FdjnZkSJ
1,crash,lol this car accident on One Tree Hill is so unrealistic
1,crash,Almost got into a car accident and rammed by a train ðŸ˜³
1,crash,Illinois man is hospitalized after truck accident http://t.co/bZ2Lo74N3I
1,crash,@bretteldredge i was in a car accident this morning and have had the worst day of my life. Can you add some good to it?
1,crash,1 dead in I-55 crash involving semi near Pontiac http://t.co/ntJLPwzHNY
1,crash,RT @ABC7Chicago: 1 dead in I-55 crash involving semi near Pontiac http://t.co/ntJLPwzHNY
1,crash,Multi-Vehicle Crash Shuts Section Of Pennsylvania Turnpike http://t.co/qgOnBzRT2r
1,crash,Icy roads were apparently a factor in a deadly crash in the southbound lanes of I-55 in Pontiac.The crash... http://t.co/MWcl2BZtpU
1,crash,RT @SarahJindra: AURORA: Randall Rd blocked for next few hours btw Sullivan and Indian Trail due to crash inv. pedestrian. ALT: Orchard Rd
1,crash,(Aurora)  Randall Road CLOSED in both directions b/w Sullivan & Indian Trail b/c of a crash involving a pedestrian.
1,crash,crash in Carol Stream on Army Trail Rd @ County Farm Rd. #traffic @cbschicago http://t.co/VgnMmpcWcL
1,crash,"RT @KyeCommuteNBC: Aurora:  Pedestrian and car involved in a crash, Randall Rd. N. of Indian Trail remains blocked for investigation."
1,crash,"New: Beach Park, Lake Co. Sheriff vehicle involved in a crash on Wadsworth at Metropolitan. Road closed w/investigation."
1,crash,ACCIDENT...on 130th @ Torrence. #traffic @cbschicago http://t.co/dFnR19qIPE
1,crash,Aurora: Randall CLOSED next few hours: Indian Trail to Sullivan after this car struck a woman. investigators on scene http://t.co/y7ISonnMOZ
1,crash,CRASH...IB on the Bishop Ford at the Steel Bridge. Delays begin at 159th St. #traffic @cbschicago http://t.co/ix1KnMBVDB
1,crash,Woman hit by car in Aurora critical Randall Road closed: A woman was critically injured after she was hit by ... http://t.co/UeyMr2W33e
1,crash,"RT @rozvaronABC7: New: Beach Park, Lake Co. Sheriff vehicle involved in a crash on Wadsworth at Metropolitan. Road closed w/investigation."
1,crash,Police blocking traffic on Wadsworth in Beach Park after a garbage truck collided w/ a Lake County Sheriff SUV http://t.co/OzHCUfcRUo
1,crash,"New: IDOT responding to a crash, IB Stevenson at Harlem. NB I-57 JAMMED approaching a crash 127th."
1,crash,Injuries @ Beach Park crash. Sheriff SUV vs. garbage truck. Investigators working to find cause. Wadsworth CLOSED. http://t.co/9kf0bO3Phw
1,crash,Injuries @ Beach Park crash. Sheriff SUV vs. garbage truck. Investigators working to find cause. Wadsworth CLOSED. http://t.co/z9Pw88WS8N
1,crash,Police blocking traffic on Wadsworth in Beach Park after a garbage truck collided w/ a Lake County Sheriff SUV http://t.co/UKMZora6X6
1,crash,(Beach Park) Wadsworth closed past Green bay to before Lewis b/c of a crash involving police car and garbage truck. http://t.co/RwAv7WXRqr
1,crash,God is good. Just got into a car accident. No injuries. ðŸ™Œ
1,crash,BREAKING: FATAL AURORA PEDESTRIAN VS. CAR CRASHRandall Road between Sullivan and Indian Trail Roads in Aurora is... http://t.co/tUWnWuJbsi
1,crash,Love waking up early so I can get to work early and what do you know. LSD has an accident and traffic sucks! Awesome! Thanks for that!
1,crash,Woman fatally struck by car in Aurora: Police: A woman died Thursday morning after she was hit by... http://t.co/9fT7D4IpU1 #Chicago #News
1,crash,"Woman hit by car in Aurora dies: A woman who was hit by a car while walking over night in Aurora has died,... http://t.co/OZ5ZSJz1Du"
1,crash,Woman hit by car in Aurora dies Randall Road reopens: A woman died Thursday morning after she was hit by a car... http://t.co/6CHXSA0hgx
1,crash,Aurora police are investigating a fatal accident in which a car hit a pedestrian early Thursday on the cityâ€™s... http://t.co/W4qv4XlKgj
1,crash,Lake County Sheriff deputy injured in crash with garbage truck http://t.co/YDbSbO2urP
1,crash,Woman hit by car in Aurora dies Randall Road reopens http://t.co/MH7j0IZelg
1,crash,#chicago #news Woman hit by car in Aurora dies - A woman who was hit by a car while walking over night in Aurora h... http://t.co/Psu8mZSITt
1,crash,Sheriff''s deputy hurt in accident with garbage truck in Lake County http://t.co/psS4oQYSyU
1,crash,RT @chicagotribune: Sheriff''s deputy hurt in accident with garbage truck in Lake County http://t.co/psS4oQYSyU
1,crash,Sheriff''s deputy hurt in crash with garbage truck http://t.co/r9JIf0GNUU
1,crash,Lake County Sheriffâ€™s Deputy Injured In #Crash With Garbage Truck http://t.co/XIkC1sFfTU #local #news #beachpark
1,crash,Lake County Sheriffâ€™s Deputy Injured In Crash With Garbage Truck http://t.co/S7h4vPTgD3 #chicago
1,crash,My cousin was killed in a car accident in California this morning pray for me y''all
1,crash,Lake County Sheriff`s deputy injured in Beach Park crash: A Lake County Sheriff''s deputy was injured in a crash... http://t.co/W7z45sySdS
1,crash,Sitting on the highway parked. Accident? #I80 #highway #help
1,crash,RT @ChiNewsNetwork: #chicago #news Woman hit by car in Aurora dies - A woman who was hit by a car while walking over night in Aurora h... hâ€¦
1,crash,You''ve been in a car accident: What do you do now? http://t.co/3ke0eqsF8d #infographic
1,crash,#Heartbreaking Woman Killed In Car Crash In Same Spot Her Twin Sister Died From Hit-And-Run 18 Years Earlier! http://t.co/tsZbQnAdg5
1,crash,Driver in freeway crash that killed 6 moves from hospital to jail http://t.co/JEk7Ia7gUU Maddening
1,crash,Bus accident Lawyers http://t.co/xwD4NYtlSN #chicago #accident #injurylaw #lawyer #expert #bus
1,crash,"my heart goes out to all the families of those heroic Marines that died in such a tragic accident in Nevada. so sad, so young, so soon."
1,crash,So there was an accident by my house abd mt dad was like oh Its just a little accident There is a car updide down
1,crash,Flipped over car blocking traffic on Devon in Edgebrook. #crash #Chicago http://t.co/hyvkpq5pWi
1,crash,Police: Woman Tried To Kill Self And Baby In Car Crash http://t.co/LwaX3nU1ko via @weebly
1,crash,RT @TotalTrafficCHI: #DanRyanExpress closed due to accident on Dan Ryan Inbound before Stevenson #traffic #Chicago http://t.co/CsoUGxNhcn
1,crash,Union Grove WI.  Flight For Life has landed for an accident involving a school bus and another vehicle.  NBC5 News Sky5 chopper en route.
1,crash,@elpugonera i got into an accident total wreck i got out of the car no scratch no sore muscles and no broken bone. God is good tlga. ðŸ™?
1,crash,Police: Highway 45 shut down near Burlington Rd in Kenosha due to crash involving car and school bus.
1,crash,"Car collides with school bus in Kenosha on Route 45, 1 injured: A car collided with a school bus on Route 45 i... http://t.co/EFFwUJIozg"
