case,date,incident_number,incident_type,incident_call_type,cas_event_number,status,address,city,state,zip,county,lat,lng,narrative,units_destroyed,units_major,units_minor,units_affected,num_people_injured,num_people_hospitalized,num_people_deceased,num_adults,num_children,num_families,assistance_given,incident_verified,dispatch_relayed,responders_identified,dat_on_scene,dat_departed_scene
4781,11/6/2017,18-0979,fire,hot,IL1117-FIR-25,closed,5820 W 16th St,Cicero,IL,60804,Cook,41.8583978,-87.7700942,"Call from Cicero FD requesting services from a fire that occurred early this morning. Displaced clients staying at a warming shelter and requesting ARC services.

Two adults in 1 N served, but Unknown resident in basement north BN, was not on scene when responders were there, but would qualify for non livable and lodging.

Landlord name is Rafael 773-858-4723.",0,1,0,0,0,0,0,2,0,2,810,11/6/2017 16:17,11/6/2017 16:18,11/6/2017 16:35,11/6/2017 17:21,11/6/2017 18:36
4782,11/6/2017,18-0980,fire,hot,IL1117-FIR-26,closed,1500 Light Road,Oswego,IL,60543,Kendall,41.702836,-88.362438,"Alerted to 2 story apartment fire via IPN notification.  First team of responders reported possible 24 unit displacement, so second team responded to open Reception Center to be held in the Club House of the apartments at 1800 Light Road until 8 p.m. this evening, 11/6.

Damage assessment data assumed for units; unable to get total unit DA due to county zoning authority not o/s until tomorrow 11/7.

NOTE:  Use Event # IL1117-FIR-26 for all CAS cases opened.",0,24,0,0,0,0,0,26,9,17,6415,11/6/2017 17:33,11/6/2017 17:35,11/6/2017 19:13,NA,11/7/2017 1:25
4783,11/6/2017,18-0981,fire,hot,ZZ1117-FIR-95,closed,2220 S Kirkland Ave,Chicago,IL,60623,Cook,41.8506587,-87.7336168,"
Chicago, IL (Cook County)| Still Alarm Fire| 2220 S Kirkland Ave| CFD on scene with fire from the rear of a 2 story brick occupied 2 flat.

Upper unit was affected, but client declined services.  Lower unit was not impacted and would not require RC assistance.",0,0,1,0,0,0,0,2,0,1,NA,11/6/2017 18:11,11/6/2017 18:20,11/6/2017 19:16,11/6/2017 19:46,11/6/2017 20:24
4784,11/6/2017,18-0982,fire,hot,ZZ1117-FIR-94,closed,7147 S Woodlawn Ave,Chicago,IL,60619,Cook,41.764527,-87.59555,Chris at OEMC phoned to advise of still fire at 7147 S Woodlawn Apartmnet 1S.  Apartment on fire.  Occupied. No DCA required for small fire.,0,0,0,1,0,0,0,2,0,1,NA,11/6/2017 18:17,11/6/2017 18:19,11/6/2017 19:17,11/6/2017 19:47,11/6/2017 20:05
4785,11/6/2017,18-0983,fire,hot,IL1117-FIR-27,closed,38352 N Shore Ave,Beach Park,IL,60087,Lake,42.4188509,-87.84502,"Client Joshua Mercado phone 224-627-0850 states that a fire on Friday, 11/3/17 displaced his family, 2 adults, 3 children and 2 dogs.  States that Red Cross was not on scene, but the fire department advised him to call Red Cross.  He thought his needs were met, and that the owner's insurance would pay for his lodging, but since he was staying with the owner, and was not on the insurance policy, he is not covered.  His family must leave their hotel tomorrow morning, and they have no resources or place to go.",0,1,0,0,0,0,0,2,3,1,1185,11/6/2017 21:53,11/6/2017 22:06,11/6/2017 22:19,11/7/2017 0:30,11/7/2017 1:30
4786,11/6/2017,18-0985,fire,hot,IL1117-FIR-28,closed,7753 S Cregier Ave,Chicago,IL,60649,Cook,41.7536443,-87.5806226,"Reported of a SFH fire displacing 7 individuals via OEMC. ARC responded, providing 7 c-kits, water and snacks, and a total financial assistance of $1,185.",0,1,0,0,0,0,0,4,3,1,1185,11/7/2017 2:55,11/7/2017 2:57,11/7/2017 3:40,11/7/2017 3:57,11/7/2017 4:31
4787,11/7/2017,18-0988,fire,hot,IL1117-FIR-29,closed,721 Patterson Rd,Joliet,IL,60436,Will,41.49661,-88.0997081,Alerted to fire via twitter. Fire in the B/C corner of small single story house; 3 adults impacted. Cause of fire still under investigation.,0,1,0,0,0,0,0,3,0,1,655,11/7/2017 22:04,11/7/2017 22:28,11/7/2017 22:32,11/7/2017 23:30,11/8/2017 0:39
4788,11/7/2017,18-0990,fire,hot,ZZ1117-FIR-40,closed,115 W Kent St,Streator,IL,61364,LaSalle,41.1237807,-88.8369085,"House fire 4A displaced called in by Streater PD.

Clients declined all Red Cross services",0,1,0,0,0,0,0,4,0,1,NA,11/8/2017 5:43,11/8/2017 5:43,11/8/2017 6:38,11/8/2017 8:00,11/8/2017 8:44
4789,11/8/2017,18-0996,fire,hot,IL1117-FIR-32,closed,22637 Pleasant Dr,Richton Park,IL,60471,Cook,41.477551,-87.7327509,"Client Renee Coupet phoned to request assistance due to a fire today at 22637 Pleasant Dr Richton Park IL.

So far, only one client has come forward. Names of other three units are unknown.  Current client has no contact info for other residents, or contact for landlord.  Client states no one is on scene, but she will be returning to scene tomorrow, when landlord may be present.

Fire department states all four units had major damage and residents were displaced.  

",0,4,0,0,0,0,0,1,1,1,530,11/8/2017 21:13,11/8/2017 21:18,11/8/2017 21:40,11/8/2017 22:17,11/8/2017 23:08
4790,11/9/2017,18-0999,fire,hot,IL1117-FIR-35,closed,986 Patricia Ln,Crete,IL,60417,Will,41.46852,-87.587838,"EMA notification

HS & MH follow-up needed",0,1,0,0,0,0,0,3,2,1,1309,11/9/2017 23:24,11/9/2017 23:25,11/10/2017 0:10,11/10/2017 0:51,11/10/2017 1:43
4791,11/10/2017,18-1002,fire,hot,IL1117-FIR-37,closed,209 W 2nd St,Leaf River,IL,61047,Ogle,42.1262212,-89.4066603,"Via Radioman: Structure fire. Call from Leaf River FD requesting Red Cross services for 4 people displaced from fire.

House destroyed 3 people are hospitalized and 1 deceased. 2 clients in critical condition. 1 client will be released in the morning. 

See timeline for more details.",1,0,0,0,0,3,1,2,1,1,125,11/10/2017 7:23,11/10/2017 7:26,11/10/2017 9:18,11/10/2017 10:10,11/11/2017 11:15
4792,11/10/2017,18-1005,fire,hot,IL1117-FIR-38,closed,3646 S Lake Park Ave,Chicago,IL,60653,Cook,41.8288194,-87.6067061,"Fire in a 3 story building.
Call from OEMC Rose, 2 adults and 2 children are displaced from fie.",0,2,2,0,0,0,0,5,2,4,2639,11/10/2017 9:36,11/10/2017 9:46,11/10/2017 9:51,11/10/2017 10:30,11/10/2017 12:10
4793,11/10/2017,18-1006,fire,hot,IL1117-FIR-39,closed,2400 S Homan Ave,Chicago,IL,60623,Cook,41.847952,-87.710354,"2 apartments on the second floor that were affected who would be eligible for livable if come to Rauner. 

Via Twitter: Working fire in 2 story building. Building is occupied, 5 adults and 3 children are displaced.

",2,0,0,0,0,0,0,6,1,2,1715,11/10/2017 12:25,11/10/2017 12:27,11/10/2017 13:29,11/10/2017 14:31,11/10/2017 15:50
4794,11/10/2017,18-1007,fire,hot,IL1117-FIR-42,closed,12238 Thorn Apple Dr,Lockport,IL,60491,Will,41.5814203,-87.916381,"Alerted to fire via Radioman. Homer FD called requesting assistance for family. Per FD, house is total loss. Responders provided resources, lodging and DCA for family of 5.",0,1,0,0,0,0,0,2,3,1,1465,11/10/2017 14:08,11/10/2017 16:59,11/10/2017 17:04,NA,11/10/2017 19:00
4795,11/10/2017,18-1009,fire,hot,ZZ1117-FIR-173,closed,2109 N Kostner Ave,Chicago,IL,60639,Cook,41.91919,-87.736032,"Alerted to fire via twitter
This was a roof fire started by roofers repairing  the roof. There were no displacements, all 6 units livable, Utilities are on.",0,0,0,1,0,0,0,0,0,0,NA,11/10/2017 16:46,11/10/2017 17:20,11/10/2017 17:24,NA,11/10/2017 19:41
4796,11/10/2017,18-1012,fire,hot,IL1117-FIR-45,closed,103 W Elk Trail,Carol Stream,IL,60188,DuPage,41.9246084,-88.1216852,Call received from Carol Stream PD requesting assistance for person displaced from fire.,0,0,1,0,0,0,0,1,0,1,545,11/10/2017 20:53,11/10/2017 20:54,11/10/2017 21:28,NA,11/10/2017 23:56
4797,11/10/2017,18-1013,fire,hot,IL1117-FIR-46,closed,1402 W Marquette Rd,Chicago,IL,60636,Cook,41.772438,-87.6595297,"alerted to fire via social media, IPN, and OEMC, fire chief is requesting ARC assistance for 2 adults 3 children displaced",0,0,2,0,0,0,0,7,0,2,1855,11/10/2017 22:14,11/10/2017 22:14,11/10/2017 22:19,11/11/2017 0:03,11/11/2017 1:19
4798,11/10/2017,18-1014,fire,hot,IL1117-FIR-47,closed,409 Mill St,Batavia,IL,60510,Kane,41.8575423,-88.3368303,"Batavia FD requested assistance for Residential Fire of Multi-Unit Townhomes located at 
409 MILL STREET in BATAVIA.

Three units affected. Fire originated in #409.
Communicated to units on either side (#407 & #411?).

ARC responded, providing immediate assistance and lodging to one adult.
Additional Clients eligible for assistance, but were not on scene.",0,1,2,3,0,0,0,2,0,2,670,11/11/2017 3:33,11/11/2017 3:33,11/11/2017 3:38,11/11/2017 4:34,11/11/2017 5:33
4799,11/10/2017,18-1015,fire,hot,IL1117-FIR-54,closed,6605 S Peoria St,Chicago,IL,60621,Cook,41.7739632,-87.6468347,"OEMC confirmed Residential Fire of Multi Unit Apartment located at 
6605 S PEORIA in CHICAGO.

2-story wood frame 2-flat apartment.
Fire originated on second floor, possibly from a space heater.
Windows out. Front door destroyed. All utilities off. Not livable per CFD. 

First and Second floor occupied units, possibly Basement unit, as well. 
All eligible for assistance.
No Clients on scene. Left doorhangers.

Clients did not call ARC.  

",0,2,0,0,0,0,0,3,2,1,1185,11/11/2017 3:53,11/11/2017 3:58,11/11/2017 4:00,11/11/2017 5:01,11/11/2017 5:07
4800,11/10/2017,18-1016,fire,hot,ZZ1117-FIR-172,closed,2752 S Avers Ave,Chicago,IL,60623,Cook,41.8408898,-87.7210476,"OEMC confirmed Residential Fire located at 
2752 S AVERS AVENUE in CHICAGO.
2.5 story brick construction. 2 families residing.

Fire originated in attic. 2nd Floor Not Liable per CFD. 

ARC responded. All Clients declined assistance at this time. Waiting for insurance determinations.
Clients eligible for assistance.",0,1,0,1,0,0,0,5,3,2,NA,11/11/2017 4:28,11/11/2017 4:30,11/11/2017 4:39,11/11/2017 5:26,11/11/2017 5:53
4801,11/10/2017,18-1017,fire,hot,IL1117-FIR-48,closed,7019 S Throop St,Chicago,IL,60636,Cook,41.7662291,-87.6563236,"Dispatch was notified of a residential fire via IPN.  OEMC confirmed the address of the fire to be 7019 S Throop St, Chicago IL 60636- a two story single family residence.  Per CFD the home was destroyed/not livable in this incident.
     
     The fire communicated to adjacent residences located at 7017 and 7021 S Throop St. DAT provided DCA to the residents of the primary address at 7019 S Throop St.  See client tab for details.  The damage at the adjacent homes was isolated to the exterior and clients did not qualify for services.  DAT arranged to provide a clean-up kit for the residents at 7021 S Throop on the following day.

***Additional health services follow-up is needed for this incident.  See client tab for follow-up information.

",0,1,0,2,0,0,0,6,4,1,2510,11/11/2017 5:11,11/11/2017 5:26,11/11/2017 5:26,11/11/2017 6:39,11/11/2017 8:01
4802,11/10/2017,18-1019,fire,hot,ZZ1117-FIR-171,closed,4932 W Altgeld St,Chicago,IL,60639,Cook,41.9262238,-87.7500984,"OEMC confirmed Residential Fire of a Coach House located at 
4932 W ALTGELD in CHICAGO.

Fire originated in alley garage. Communicated to adjacent coach house.

Battalion Chief on scene requested ARC assistance for displaced senior citizen residents. 

House on deming not affected, only garage. Does not qualify.",0,0,2,0,0,0,0,4,2,2,NA,11/11/2017 6:01,11/11/2017 6:05,11/11/2017 6:46,11/11/2017 7:32,11/11/2017 7:48
4803,11/11/2017,18-1020,fire,hot,IL1117-FIR-50,closed,3352 N Oak Park Ave,Chicago,IL,60634,Cook,41.9415796,-87.7960818,"Chicago, IL (Cook County)| Still Alarm Fire| 3347 Oak Park Ave| Units O/S with a fire in a dwelling 1 line stretched conducting primary search.| 03:39

HS follow-up requested and being handled today 11-11-2017.",0,1,0,0,1,0,0,3,0,1,655,11/11/2017 9:48,11/11/2017 10:15,11/11/2017 10:16,11/11/2017 11:35,11/11/2017 12:59
4804,11/11/2017,18-1021,fire,hot,L1117-FIR-53,closed,5035 W West End Ave,Chicago,IL,60644,Cook,41.8827424,-87.7516747,"E113 E117 TL14 T29 BC18
WORKING FIRE 
5035 W WEST END 

2 LINES",0,1,0,1,0,0,0,3,0,3,1215,11/11/2017 11:06,11/11/2017 11:06,11/11/2017 12:47,NA,NA
4805,11/11/2017,18-1022,fire,hot,ZZ1117-FIR-174,closed,10724 S Morgan St,Chicago,IL,60643,Cook,41.6988458,-87.6477664,"Tri-State Fire Alert‏ @Fire_Alerts911
10724 S. Morgan a working fire.

Client: Gabriel Gamio. 2 adults displaced but have insurance and plan to stay with family. Declined assistance services, qualifies for non livable and lodging if requested.",0,1,0,0,0,0,0,2,0,1,NA,11/11/2017 16:46,11/11/2017 16:47,11/11/2017 17:15,11/11/2017 18:20,11/11/2017 18:33
4806,11/11/2017,18-1023,fire,hot,IL1117-FIR-55,closed,941 Broadway Ave,North Chicago,IL,60064,Lake,42.3237374,-87.8442302,"alerted to working fire in apartment building via IPN

HS and MH follow-up needed.",0,1,0,0,0,0,0,1,0,1,405,11/11/2017 21:20,11/11/2017 21:20,11/11/2017 21:31,11/11/2017 22:16,11/11/2017 23:37
4807,11/12/2017,18-1027,fire,hot,IL1117-FIR-60,closed,12221 S Stewart Ave,Chicago,IL,60628,Cook,41.6717815,-87.6317971,"notified via social media of working fire at
12221 Stewart, a single family home.
assistance provided to family of 7",0,1,0,0,0,0,0,2,5,1,1435,11/12/2017 12:32,11/12/2017 12:33,11/12/2017 12:43,NA,11/12/2017 14:44
4808,11/12/2017,18-1028,fire,hot,IL1117-FIR-63,closed,2925 16th St,Rockford,IL,61109,Winnebago,42.2319016,-89.0625952,"@RockfordFire is on scene of a residential structure fire 2900 16th Ave. First unit on scene reports smoke showing, they are pulling a hand line, and making entry into the structure. #WorkingFire",0,1,0,0,0,0,0,2,4,1,750,11/12/2017 17:07,11/12/2017 17:08,11/12/2017 17:29,11/12/2017 18:45,11/12/2017 19:24
4809,11/12/2017,18-1032,fire,hot,ZZ1117-FIR-175,closed,1526 S Central Park Ave,Chicago,IL,60623,Cook,41.8599884,-87.7155689,"1526 S Central Park, Chicago Fire in 2 story Greystone per OEMC verified elderly occupants

Door tag left for family. 

See timeline for more details.",0,0,1,0,0,0,1,1,0,1,NA,11/12/2017 20:46,11/12/2017 20:48,11/12/2017 20:58,11/12/2017 21:51,11/12/2017 22:20
4810,11/12/2017,18-1034,fire,cold,IL1117-FIR-67,closed,698 Terry Ave,Aurora,IL,60506,Kane,41.7464322,-88.3441928,Industrial Fire 9 (Meyer-Material),0,1,0,0,0,0,0,1,0,1,405,11/12/2017 23:19,11/13/2017 0:25,11/14/2017 16:30,11/14/2017 17:00,11/13/2017 17:30
4811,11/13/2017,18-1037,fire,hot,IL1117-FIR-72,closed,12518 Poplar Grove Rd,Poplar Grove,IL,61065,Boone,42.3348952,-88.8225643,Alerted to fire via Boone County Sheriff Dept. 1 client and several pets displaced.,0,0,0,1,0,0,0,1,0,1,435,11/13/2017 15:46,11/13/2017 16:03,11/13/2017 16:04,11/13/2017 16:45,11/13/2017 18:00
4812,11/13/2017,18-1039,fire,hot,IL1117-FIR-74,closed,3119 W 38th Pl,Chicago,IL,60632,Cook,41.8233379,-87.7028027,Fire in basement of house 3119 W 38th Pl Chicago.  DCA provided to two families.  Spanish speaking.,0,2,0,0,0,0,0,6,3,2,1965,11/13/2017 19:40,11/13/2017 19:45,11/13/2017 19:50,11/13/2017 21:06,11/13/2017 22:32
4813,11/13/2017,18-1042,fire,hot,IL1117-FIR-76,closed,3432 W 63rd Pl,Chicago,IL,60629,Cook,41.7781639,-87.7092665,"Fire displacing 6 people at W 63rd Place Chicago, IL. In need of ARC response.

Single family home with major damage, fire is under investigation. Red Cross provided immediate assistance to family.",0,1,0,0,0,0,0,4,2,1,1310,11/14/2017 5:10,11/14/2017 5:11,11/14/2017 5:29,NA,11/14/2017 7:15
4814,11/14/2017,18-1043,fire,hot,IL1117-FIR-77,closed,4532 W 77th Pl,Chicago,IL,60652,Cook,41.7527335,-87.7354271,"Call from Catholic Charities requesting Red Cross services for 1 displaced adult from fire.

Assistance given to 1 adult. minor damage, all utilities off.",0,0,0,0,0,0,0,1,0,1,405,11/14/2017 12:23,11/14/2017 12:27,11/14/2017 12:51,NA,11/14/2017 15:11
4815,11/14/2017,18-1044,fire,hot,IL1117-FIR-79,closed,7425 S St Lawrence Ave,Chicago,IL,60619,Cook,41.7595116,-87.609993,"7425 S. St. Lawrence Ave. Two story building, fire from the roof. CFD on scene",0,0,2,0,0,0,0,6,2,2,1840,11/14/2017 15:40,11/14/2017 15:41,11/14/2017 15:42,11/14/2017 16:08,11/14/2017 17:40
4816,11/14/2017,18-1048,fire,hot,IL1117-FIR-80,closed,7530 S May St,Chicago,IL,60620,Cook,41.7566702,-87.6530121,Working fire in 1.5 story ordinary,0,1,0,0,0,0,0,3,1,1,780,11/15/2017 2:04,11/15/2017 2:05,11/15/2017 2:20,11/15/2017 3:17,11/15/2017 4:11
4817,11/14/2017,18-1049,fire,hot,IL1117-FIR-81,closed,311 Ravine Ave,Waukegan,IL,60085,Lake,42.3513203,-87.8338555,"House fire with major damage unknown cause of fire. 

Red Cross provided immediate assistance and lodging to 2 families.",0,2,0,0,0,0,0,4,2,2,1310,11/15/2017 2:48,11/15/2017 4:00,11/15/2017 4:05,NA,11/15/2017 6:04
4818,11/15/2017,18-1052,fire,hot,IL1117-FIR-85,closed,16238 Wolcott Ave,Markham,IL,60428,Cook,41.5943297,-87.6634263,"Alerted to a fire with displacements via the Markham FD.

DAT responded to this house fire and provided assistance to the family.",0,1,0,0,0,0,0,3,1,1,780,11/16/2017 2:46,11/16/2017 2:46,11/16/2017 3:10,11/16/2017 4:10,11/16/2017 4:47
4819,11/16/2017,18-1055,fire,cold,IL1117-FIR-87,closed,4801 S Calumet Ave,Chicago,IL,60615,Cook,41.8073819,-87.617752,"Client called and stated there was a fire in her at approximately 2 am. 

Fire was isolated to this unit, impacted furnace and knocked heat to unit. Smoke damage and minor water damage. Home not livable until repairs. No other units evidently impacted.",0,0,1,0,0,0,0,2,2,1,780,11/16/2017 16:19,11/16/2017 17:40,11/16/2017 17:41,11/16/2017 18:31,11/16/2017 19:10
4820,11/16/2017,18-1057,fire,hot,IL1117-FIR-88,closed,819 E 53rd St,Chicago,IL,60615,Cook,41.798424,-87.605459,"Alerted to an apartment fire via social media. 

DAT responded to this courtyard apartment fire and provided assistance to impacted units. See clients tab.",0,1,1,0,0,0,0,5,3,2,1560,11/16/2017 18:13,11/16/2017 18:13,11/16/2017 18:20,11/16/2017 19:30,11/16/2017 21:56
4821,11/16/2017,18-1058,fire,hot,ZZ1117-FIR-102,closed,5348 W Barry Ave,Chicago,IL,60641,Cook,41.9370164,-87.7610253,"WORKING FIRE 5348 W BARRY.

Clients have insurance and declined financial assistance but requested Disaster Mental Health support. They will stay with parents tonight.

See timeline for more details.",0,1,0,0,0,0,0,2,0,1,NA,11/17/2017 3:47,11/17/2017 3:47,11/17/2017 3:45,NA,11/17/2017 7:15
4822,11/16/2017,18-1059,fire,hot,IL1117-FIR-91,closed,36955 Ohlhues Rd,Custer Park,IL,60481,Will,41.212537,-88.126266,"Braidwood Fire | Custer Park | WRKF | 36955 Ohlhues Rd | Fire thru the roof. Full Still. FNC,317

Chimney fire destroying the back of the house.  Red Cross provided DCA.",0,1,0,0,0,0,0,2,3,1,1135,11/17/2017 5:15,11/17/2017 5:22,11/17/2017 5:35,11/17/2017 6:18,11/17/2017 6:59
4823,11/17/2017,18-1060,fire,cold,IL1117-FIR-94,closed,1843 S Hamlin Ave,Chicago,IL,60623,Cook,41.8558058,-87.7196344,"Alerted to a residential fire via social media and IPN. Per OEMC, building vacant.

Via social media: Working fire on the back porches of 2 story building. Building is unoccupied. Squatter living in the building was taken to Mt. Sinai Hospital. 311 will follow-up with person at hospital. As of 8am on 11/17, a man living in the building has since passed away.

Call came in from residents residing in neighboring building 1841 S Hamlin requesting assistance, states the fire communicated. DAT responded and verified that windows are out on the side of the building that faced fire and units received smoke damage. Not livable until repairs are made and CPD not allowing residents back inside. DAT provided assistance to 2nd floor family - see client tab. 

Nobody lives on first floor and third floor residents declined assistance. 

update: 3rd floor resident contacted ARC requesting assistance. 

",0,0,2,0,0,0,1,5,3,2,1120,11/17/2017 12:22,11/17/2017 16:45,11/17/2017 16:58,11/17/2017 17:27,11/17/2017 18:32
